10,107b6afa
348321c,8fbf0010
3483220,3e00008
3483224,27bd0018
3483228,2002025
348322c,240500ff
3483230,3c088040
3483234,8d0831e4
3483238,11000004
3483240,92080682
3483244,35090010
3483248,a2090682
348324c,3e00008
3483254,27bdffe8
3483258,afbf0010
348325c,24010002
3483260,3c098012
3483264,3c188040
3483268,8f1831e4
348326c,1300000a
3483274,92180682
3483278,330b0010
348327c,11600006
3483284,860b0840
3483288,15600003
3483290,c100ca9
3483298,8fbf0010
348329c,3e00008
34832a0,27bd0018
34832a4,92180682
34832a8,330bffef
34832ac,a20b0682
34832b0,3c188012
34832b4,2718a5d0
34832b8,870b13c8
34832bc,1560001e
34832c4,3c0b8040
34832c8,856b31e8
34832cc,560000d
34832d0,870c0030
34832d4,930f003d
34832d8,11e00004
34832e0,b5843
34832e4,b5c00
34832e8,b5c03
34832ec,18b6022
34832f0,5800004
34832f8,a70c0030
34832fc,10000002
3483304,a7000030
3483308,870b0030
348330c,1560000a
3483314,3c0f801d
3483318,25ef84a0
348331c,85eb00a4
3483320,340c0010
3483324,156c0004
348332c,ade01d2c
3483330,ade01d38
3483334,a30000cc
3483338,3e00008
3483340,3c088040
3483344,850831e8
3483348,240afffe
348334c,150a0005
3483354,86090198
3483358,11200002
3483360,a6000184
3483364,862a0032
3483368,44808000
348336c,3e00008
3483374,23400
3483378,63403
348337c,3c010001
3483380,34211cbc
3483384,817021
3483388,8dcf0008
348338c,91f80000
3483390,340f0001
3483394,15f80003
348339c,80e3406
34833a0,8fbf0024
34833a4,3e00008
34833b0,4f1021
34833b4,3c098040
34833b8,812933ac
34833bc,11200008
34833c0,8042a65c
34833c4,3c0a801d
34833c8,254a84a0
34833cc,8d491d44
34833d0,31210002
34833d4,14200002
34833d8,3402000a
34833dc,34020000
34833e0,3e00008
34833e8,594021
34833ec,3c0a8040
34833f0,814a33ac
34833f4,11400002
34833f8,8109008c
34833fc,34090000
3483400,3e00008
3483408,1ee7821
348340c,3c0a8040
3483410,814a33ac
3483414,11400002
3483418,81efa65c
348341c,340f0000
3483420,3e00008
3483428,3c098040
348342c,812933ac
3483430,11200005
3483434,3c0a801d
3483438,254a84a0
348343c,8d491d44
3483440,35290002
3483444,ad491d44
3483448,3e00008
348344c,afa50024
3483514,ff00
3483518,3c0a8040
348351c,254a3516
3483520,914b0000
3483524,340c00ff
3483528,a14c0000
348352c,34087fff
3483530,15c80006
3483534,3c098040
3483538,252934d4
348353c,116c000c
3483540,b5840
3483544,12b4821
3483548,952e0000
348354c,27bdfff0
3483550,afbf0004
3483554,afa40008
3483558,c100d70
348355c,1c02021
3483560,407021
3483564,8fbf0004
3483568,8fa40008
348356c,27bd0010
3483570,3e00008
3483574,a42e1e1a
3483578,9608001c
348357c,84303
3483580,3108000f
3483584,29090002
3483588,1520000b
3483590,960d0018
3483594,27bdfff0
3483598,afbf0004
348359c,afa40008
34835a0,c100d70
34835a4,1a02021
34835a8,406821
34835ac,8fbf0004
34835b0,8fa40008
34835b4,27bd0010
34835b8,3e00008
34835bc,270821
34835c0,34087ff9
34835c4,884022
34835c8,501000f
34835cc,34081000
34835d0,884022
34835d4,500000c
34835d8,3c098012
34835dc,2529a5d0
34835e0,3c0a8040
34835e4,254a3450
34835e8,3c0b8040
34835ec,256b3516
34835f0,a1680000
34835f4,84080
34835f8,1485021
34835fc,95440000
3483600,91480002
3483604,a1281397
3483608,3e00008
348360c,801021
3483610,8c6d0004
3483614,3c0e8040
3483618,81ce0d61
348361c,1ae7825
3483620,11e0000a
3483628,11c00006
3483630,946e0ed4
3483634,31ce0010
3483638,1cd7025
348363c,11c00003
3483644,3e00008
3483648,340f0001
348364c,3e00008
3483650,340f0000
3483654,1000
3483658,4800
3483660,7000
3483664,4800
3483670,8041b270
3483674,42890
3483678,34191000
348367c,340a4800
3483680,340d0000
3483684,340c7000
3483688,340e4800
348368c,3e00008
3483690,34180000
3483698,3c088012
348369c,2508a5d0
34836a0,95090eda
34836a4,31290008
34836a8,15200008
34836ac,8d090004
34836b0,15200004
34836b4,3c098040
34836b8,81293694
34836bc,15200003
34836c4,3e00008
34836c8,34090000
34836cc,3e00008
34836d0,34090001
34836d4,3c08801d
34836d8,25082578
34836dc,3409006c
34836e0,8d0a6300
34836e4,112a0009
34836e8,340a0001
34836ec,340b0036
34836f0,ad0a6300
34836f4,a10b6304
34836f8,240cffff
34836fc,810e63e7
3483700,15cc0002
3483704,340d0002
3483708,a10d63e7
348370c,3e00008
3483710,24060022
348371c,afb0003c
3483720,27bdffe0
3483724,afbf0014
3483728,3c098040
348372c,25293714
3483730,812a0000
3483734,1540000a
348373c,8e4b0028
3483740,3c0c4370
3483744,16c082a
3483748,14200005
348374c,340d0001
3483750,a12d0000
3483754,3404001b
3483758,c032a9c
3483760,8fbf0014
3483764,3e00008
3483768,27bd0020
348376c,8e721c44
3483770,240e0003
3483774,a22e05b0
3483778,926f07af
348377c,4406b000
3483780,4407a000
3483784,3e00008
348378c,90580000
3483790,27bdffd0
3483794,afbf0014
3483798,afa40018
348379c,afa5001c
34837a0,afa60020
34837a4,afa70024
34837a8,3c048040
34837ac,80843714
34837b0,1080001b
34837b8,3c048040
34837bc,8c843718
34837c0,2885001e
34837c4,14a00016
34837cc,28850050
34837d0,10a0000c
34837d8,3c043d4d
34837dc,2484cccd
34837e0,ae4404d0
34837e4,2402025
34837e8,248404c8
34837ec,3c05437f
34837f0,3c063f80
34837f4,3c074120
34837f8,c0190a0
3483800,10000007
3483804,2402025
3483808,248404c8
348380c,34050000
3483810,3c063f80
3483814,3c074120
3483818,c0190a0
3483820,8fbf0014
3483824,8fa40018
3483828,8fa5001c
348382c,8fa60020
3483830,8fa70024
3483834,3e00008
3483838,27bd0030
348383c,860800b6
3483840,25084000
3483844,a60800b6
3483848,34080001
348384c,a20805e8
3483850,a2000554
3483854,8e090004
3483858,240afffe
348385c,1495824
3483860,ae0b0004
3483864,3c088040
3483868,250838ac
348386c,3e00008
3483870,ae08013c
3483874,860800b6
3483878,2508c000
348387c,a60800b6
3483880,34080001
3483884,a20805e8
3483888,a2000554
348388c,8e090004
3483890,240afffe
3483894,1495824
3483898,ae0b0004
348389c,3c088040
34838a0,250838ac
34838a4,3e00008
34838a8,ae08013c
34838ac,27bdffd0
34838b0,afbf0014
34838b4,afa40018
34838b8,afa5001c
34838bc,34080001
34838c0,a0880554
34838c4,8488001c
34838c8,11000006
34838d0,3c048040
34838d4,8c843718
34838d8,24850001
34838dc,3c018040
34838e0,ac253718
34838e4,3c048040
34838e8,8c843718
34838ec,34050003
34838f0,14850009
34838f8,8fa40018
34838fc,8488001c
3483900,34090001
3483904,11090002
3483908,240539b0
348390c,240539b1
3483910,c008bf4
3483918,28850028
348391c,14a0001a
3483924,8fa40018
3483928,24840028
348392c,3c0543c8
3483930,3c063f80
3483934,3c0740c0
3483938,c0190a0
3483940,8fa40018
3483944,24840558
3483948,c023270
3483950,8fa40018
3483954,c008bf4
3483958,2405311f
348395c,3c048040
3483960,8c843718
3483964,34080061
3483968,14880007
3483970,8fa40018
3483974,8fa5001c
3483978,8c8b0138
348397c,8d6b0010
3483980,256913ec
3483984,ac89013c
3483988,8fbf0014
348398c,3e00008
3483990,27bd0030
3483994,3c01c416
3483998,44816000
348399c,3e00008
34839a0,3025
34839a4,3c014416
34839a8,44816000
34839ac,3e00008
34839b0,3025
34839b4,afa40018
34839b8,3c08801e
34839bc,2508aa30
34839c0,3e00008
34839c4,ad000678
34839c8,27bdffe8
34839cc,afaa0004
34839d0,846f4a2a
34839d4,340a0002
34839d8,15ea0002
34839dc,340a0001
34839e0,a46a4a2a
34839e4,846f4a2a
34839e8,8faa0004
34839ec,3e00008
34839f0,27bd0018
34839f4,27bdffe8
34839f8,afaa0004
34839fc,846e4a2a
3483a00,340a0002
3483a04,15ca0002
3483a08,340a0003
3483a0c,a46a4a2a
3483a10,846e4a2a
3483a14,8faa0004
3483a18,3e00008
3483a1c,27bd0018
3483a20,27bdffe8
3483a24,afaa0004
3483a28,85034a2a
3483a2c,340a0002
3483a30,146a0002
3483a34,340a0001
3483a38,a50a4a2a
3483a3c,85034a2a
3483a40,8faa0004
3483a44,3e00008
3483a48,27bd0018
3483a4c,27bdffe8
3483a50,afaa0004
3483a54,85034a2a
3483a58,340a0002
3483a5c,146a0002
3483a60,340a0003
3483a64,a50a4a2a
3483a68,85034a2a
3483a6c,8faa0004
3483a70,3e00008
3483a74,27bd0018
3483a78,27bdffe8
3483a7c,afaa0004
3483a80,85034a2a
3483a84,340a0002
3483a88,146a0002
3483a8c,340a0001
3483a90,a50a4a2a
3483a94,85034a2a
3483a98,8faa0004
3483a9c,3e00008
3483aa0,27bd0018
3483aa4,27bdffe8
3483aa8,afaa0004
3483aac,85034a2a
3483ab0,340a0002
3483ab4,146a0002
3483ab8,340a0003
3483abc,a50a4a2a
3483ac0,85034a2a
3483ac4,8faa0004
3483ac8,3e00008
3483acc,27bd0018
3483ad0,27bdffe8
3483ad4,afaa0004
3483ad8,a42bca2a
3483adc,340a0002
3483ae0,156a0002
3483ae4,340a0003
3483ae8,a50a4a2a
3483aec,85034a2a
3483af0,8faa0004
3483af4,3e00008
3483af8,27bd0018
3483afc,27bdffe8
3483b00,afaa0004
3483b04,85034a2a
3483b08,340a0002
3483b0c,146a0002
3483b10,340a0001
3483b14,a50a4a2a
3483b18,85034a2a
3483b1c,8faa0004
3483b20,3e00008
3483b24,27bd0018
3483b28,27bdffe8
3483b2c,afaa0004
3483b30,85034a2a
3483b34,340a0002
3483b38,146a0002
3483b3c,340a0003
3483b40,a50a4a2a
3483b44,85034a2a
3483b48,8faa0004
3483b4c,3e00008
3483b50,27bd0018
3483b54,3c08801e
3483b58,25084ee8
3483b5c,3409f000
3483b60,a5090000
3483b64,3e00008
3483b68,84cb4a2e
3483b6c,24a56f04
3483b70,8c880144
3483b74,11050007
3483b78,3c09801e
3483b7c,2529aa30
3483b80,3c0a446a
3483b84,254ac000
3483b88,3c0bc324
3483b8c,ad2a0024
3483b90,ad2b002c
3483b94,3e00008
3483b9c,27bdffd8
3483ba0,afbf0024
3483ba4,afa40028
3483ba8,afa5002c
3483bac,afa60030
3483bb0,c022865
3483bb4,8fa40030
3483bb8,44822000
3483bbc,44800000
3483bc0,240e0002
3483bc4,468021a0
3483bc8,afae0018
3483bcc,8fa40028
3483bd0,8fa5002c
3483bd4,8fa60030
3483bd8,3c073f80
3483bdc,3c080400
3483be0,250832b0
3483be4,14c80002
3483bec,3c074040
3483bf0,e7a60014
3483bf4,e7a00010
3483bf8,c023000
3483bfc,e7a0001c
3483c00,8fbf0024
3483c04,8fbf0024
3483c08,3e00008
3483c0c,27bd0028
3483c10,3c0a8040
3483c14,814a0d5c
3483c18,11400003
3483c1c,8ccb0138
3483c20,8d6b0010
3483c24,25690adc
3483c28,3e00008
3483c2c,acc90180
3483c30,27bdffe8
3483c34,afbf0014
3483c38,3c0a8040
3483c3c,814a0d5c
3483c40,15400003
3483c48,c037500
3483c50,8fbf0014
3483c54,3e00008
3483c58,27bd0018
3483c5c,3c010080
3483c60,3c180001
3483c64,3e00008
3483c68,8c4e0670
3483c6c,3c0a8040
3483c70,814a0d5c
3483c74,11400002
3483c7c,34180003
3483c80,3c078012
3483c84,24e7a5d0
3483c88,3e00008
3483c8c,24010003
3483c90,3c0a8040
3483c94,814a0d5c
3483c98,11400008
3483ca0,c100480
3483ca8,3c08801e
3483cac,25088966
3483cb0,34090004
3483cb4,a5090000
3483cbc,8fbf0014
3483cc0,3e00008
3483cc4,27bd0018
3483cc8,27bdffe0
3483ccc,afbf0014
3483cd0,afa10018
3483cd4,afa4001c
3483cd8,3c0a8040
3483cdc,814a0d5c
3483ce0,1540000b
3483ce8,3c04801d
3483cec,248484a0
3483cf0,3c058040
3483cf4,90a50d5f
3483cf8,34060000
3483cfc,c037385
3483d04,34044802
3483d08,c0191bc
3483d10,8fa4001c
3483d14,8fa10018
3483d18,8fbf0014
3483d1c,3e00008
3483d20,27bd0020
3483d28,27bdffe0
3483d2c,afbf0014
3483d30,afa40018
3483d34,3c0d8040
3483d38,81ad3d24
3483d3c,15a0000c
3483d44,3c08801e
3483d48,2508aa30
3483d4c,8d090670
3483d50,340a4000
3483d54,12a5824
3483d58,1160000d
3483d60,34080001
3483d64,3c018040
3483d68,a0283d24
3483d6c,10000023
3483d70,3c08801e
3483d74,2508aa30
3483d78,8d090670
3483d7c,340a4000
3483d80,12a5824
3483d84,1160000c
3483d8c,1000001b
3483d90,24a420d8
3483d94,c037519
3483d9c,24010002
3483da0,14410016
3483da8,3c08801e
3483dac,25088966
3483db0,34090004
3483db4,a5090000
3483db8,3c0b8012
3483dbc,256ba5d0
3483dc0,816c0ede
3483dc4,358c0001
3483dc8,a16c0ede
3483dcc,3c09801e
3483dd0,2529a2ba
3483dd4,340802ae
3483dd8,a5280000
3483ddc,3408002a
3483de0,3c09801e
3483de4,2529a2fe
3483de8,a1280000
3483dec,34080014
3483df0,3c09801e
3483df4,2529a2b5
3483df8,a1280000
3483dfc,8fbf0014
3483e00,3e00008
3483e04,27bd0020
3483e08,27bdffd0
3483e0c,afbf0014
3483e10,afa80018
3483e14,afa9001c
3483e18,afaa0020
3483e1c,afab0024
3483e20,afac0028
3483e24,afad002c
3483e28,3c088012
3483e2c,2508a5d0
3483e30,85090f20
3483e34,31290040
3483e38,1120000e
3483e3c,3c08801e
3483e40,2508aa30
3483e44,8d09039c
3483e48,1120000a
3483e4c,340a00a1
3483e50,852b0000
3483e54,154b0007
3483e58,240cf7ff
3483e5c,8d0d066c
3483e60,18d6824
3483e64,ad0d066c
3483e68,ad00039c
3483e6c,ad00011c
3483e70,ad200118
3483e74,afad002c
3483e78,afac0028
3483e7c,afab0024
3483e80,afaa0020
3483e84,afa9001c
3483e88,afa80018
3483e8c,afbf0014
3483e90,860e001c
3483e94,3e00008
3483e98,27bd0030
3483e9c,27bdffd0
3483ea0,afbf0014
3483ea4,afa80018
3483ea8,afa9001c
3483eac,afaa0020
3483eb0,84a800a4
3483eb4,34090002
3483eb8,1509000c
3483ebc,340a0006
3483ec0,80880003
3483ec4,150a0009
3483ecc,3c088012
3483ed0,2508a5d0
3483ed4,85090f20
3483ed8,31290040
3483edc,11200003
3483ee4,c0083ad
3483eec,8faa0020
3483ef0,8fa9001c
3483ef4,8fa80018
3483ef8,8fbf0014
3483efc,8602001c
3483f00,3e00008
3483f04,27bd0030
3483f08,27bdffd0
3483f0c,afbf001c
3483f10,afa40020
3483f14,afa50024
3483f18,e7a00028
3483f1c,4602003c
3483f24,45010005
3483f2c,c1011dc
3483f34,10000003
3483f3c,c1011de
3483f44,34060014
3483f48,3407000a
3483f4c,44801000
3483f50,c7a00028
3483f54,8fa50024
3483f58,8fa40020
3483f5c,8fbf001c
3483f60,4602003c
3483f64,27bd0030
3483f68,3e00008
3483f70,27bdffd0
3483f74,afbf001c
3483f78,afa40020
3483f7c,afa50024
3483f80,e7a40028
3483f84,e7a6002c
3483f88,4606203c
3483f90,45000003
3483f98,c1011e9
3483fa0,34060014
3483fa4,3407000a
3483fa8,44801000
3483fac,c7a6002c
3483fb0,c7a40028
3483fb4,8fa50024
3483fb8,8fa40020
3483fbc,8fbf001c
3483fc0,4606203c
3483fc4,27bd0030
3483fc8,3e00008
3483fd0,c10124c
3483fd8,8fbf001c
3483fdc,27bd0020
3483fe0,3e00008
3483fec,27bdffe8
3483ff0,afbf0014
3483ff4,c008ab4
3483ffc,8fbf0014
3484000,27bd0018
3484004,8fa40018
3484008,8c8a0138
348400c,8d4a0010
3484010,25431618
3484014,3c088040
3484018,81083fe8
348401c,1100000a
3484020,3c098012
3484024,2529a5d0
3484028,95281406
348402c,290105dc
3484030,14200005
3484034,9488029c
3484038,31080002
348403c,15000002
3484044,254314d0
3484048,3e00008
3484050,3c188012
3484054,2718a5d0
3484058,8f180004
348405c,17000003
3484064,3c0a8041
3484068,254a2c50
348406c,24780008
3484070,3e00008
3484074,adf802c0
3484078,3c0f8012
348407c,25efa5d0
3484080,8def0004
3484084,15e00003
348408c,3c0e8041
3484090,25ce2c50
3484094,ac4e0004
3484098,3e00008
348409c,820f013f
34840a4,3c088040
34840a8,810840a0
34840ac,11000007
34840b0,3c09801d
34840b4,252984a0
34840b8,8d281d44
34840bc,31080002
34840c0,11000002
34840c8,34069100
34840cc,3e00008
34840d0,afa60020
34840d4,3c088040
34840d8,810840a0
34840dc,11000005
34840e0,3c09801d
34840e4,252984a0
34840e8,8d281d44
34840ec,35080002
34840f0,ad281d44
34840f4,3e00008
34840f8,34e74000
3484100,3c038012
3484104,2463a5d0
3484108,8c6e0004
348410c,15c0000c
3484110,24020005
3484114,24020011
3484118,3c088040
348411c,810840fc
3484120,11000007
3484124,3c09801d
3484128,252984a0
348412c,8d281d44
3484130,31080002
3484134,11000002
3484138,34020001
348413c,34020003
3484140,3e00008
3484144,3c048010
3484148,3c088040
348414c,810840fc
3484150,11000005
3484154,3c09801d
3484158,252984a0
348415c,8d281d44
3484160,35080002
3484164,ad281d44
3484168,3e00008
348416c,34e78000
3484170,27bdffe8
3484174,afa20010
3484178,afbf0014
348417c,c10365f
3484180,46000306
3484184,406821
3484188,8fa20010
348418c,8fbf0014
3484190,3e00008
3484194,27bd0018
3484198,ac800130
348419c,ac800134
34841a0,3c018012
34841a4,2421a5d0
34841a8,80280edc
34841ac,35080008
34841b0,a0280edc
34841b4,3c013f80
34841b8,3e00008
34841bc,44813000
34841c0,3c038012
34841c4,910f014f
34841c8,2463a5d0
34841cc,25ef0023
34841d0,9078008b
34841d8,11f80003
34841e0,3e00008
34841e4,a100014f
34841e8,3e00008
34841f8,27bdffe8
34841fc,afbf0014
3484200,918d0074
3484204,24010031
3484208,c103c0c
348420c,34040031
3484210,10400006
3484214,340d0000
3484218,c103c55
348421c,34040031
3484220,14400002
3484224,340d0000
3484228,340d0031
348422c,1825
3484230,8fbf0014
3484234,3e00008
3484238,27bd0018
348423c,27bdffe8
3484240,afbf0014
3484244,956bb4c6
3484248,c103c0c
348424c,3404002f
3484250,10400006
3484254,340c0001
3484258,c103c55
348425c,3404002f
3484260,14400002
3484264,340c0001
3484268,6025
348426c,8fbf0014
3484270,3e00008
3484274,27bd0018
3484278,27bdffe0
348427c,afa20008
3484280,afb0000c
3484284,afa30010
3484288,afa40014
348428c,afa50018
3484290,afbf001c
3484294,c103daa
348429c,40c825
34842a0,8fa20008
34842a4,8fb0000c
34842a8,8fa30010
34842ac,8fa40014
34842b0,8fa50018
34842b4,8fbf001c
34842b8,3e00008
34842bc,27bd0020
34842c0,27bdffe8
34842c4,afbf0014
34842c8,3c028040
34842cc,844241f0
34842d0,10400005
34842d8,c1010e0
34842e0,10000002
34842e8,91820074
34842ec,8fbf0014
34842f0,3e00008
34842f4,27bd0018
34842f8,27bdffe8
34842fc,afbf0014
3484300,3c028040
3484304,844241f0
3484308,10400005
3484310,c1010e0
3484318,10000004
3484320,3c028012
3484324,581021
3484328,9042a644
348432c,8fbf0014
3484330,3e00008
3484334,27bd0018
3484338,27bdffe8
348433c,afa70010
3484340,afbf0014
3484344,3c028040
3484348,844241f0
348434c,10400005
3484354,c1010e0
348435c,10000004
3484364,3c028012
3484368,4e1021
348436c,9042a644
3484370,8fa70010
3484374,8fbf0014
3484378,3e00008
348437c,27bd0018
3484380,27bdffe0
3484384,afb0000c
3484388,afa30010
348438c,afa40014
3484390,afa50018
3484394,afbf001c
3484398,3c018040
348439c,842141f0
34843a0,10200003
34843a8,c103d90
34843b0,8fb0000c
34843b4,8fa30010
34843b8,8fa40014
34843bc,8fa50018
34843c0,8fbf001c
34843c4,3e00008
34843c8,27bd0020
34843cc,27bdffe0
34843d0,afa30010
34843d4,afa40014
34843d8,afa50018
34843dc,afbf001c
34843e0,c103d22
34843e8,40c025
34843ec,3c0b8012
34843f0,256ba5d0
34843f4,3c0a8010
34843f8,914a8f61
34843fc,24010037
3484400,16a5821
3484404,916c0074
3484408,11810002
3484410,c025
3484414,8fa30010
3484418,8fa40014
348441c,8fa50018
3484420,8fbf001c
3484424,3e00008
3484428,27bd0020
348442c,27bdffe0
3484430,afab0010
3484434,afb00014
3484438,afa20018
348443c,afbf001c
3484440,8e030684
3484444,3c0b8040
3484448,856b41f0
348444c,15600004
3484450,3c0b8040
3484454,856b41f2
3484458,11600009
3484460,82040144
3484464,c103d29
3484468,602825
348446c,401825
3484470,14600003
3484478,8fb00014
348447c,ae000684
3484480,8fab0010
3484484,8fb00014
3484488,8fa20018
348448c,8fbf001c
3484490,3e00008
3484494,27bd0020
3484498,27bdffe8
348449c,afbf0014
34844a0,c103d45
34844a8,8fbf0014
34844ac,3e00008
34844b0,27bd0018
34844b4,3c088012
34844b8,2508a5d0
34844bc,10c1021
34844c0,90450074
34844c4,93b80037
34844c8,3401002c
34844cc,17010003
34844d0,1825
34844d4,3c038040
34844d8,846341f2
34844dc,3e00008
34844e4,27bdffe8
34844e8,afa1000c
34844ec,afa20010
34844f0,afbf0014
34844f4,a60c0252
34844f8,34020001
34844fc,3c018040
3484500,ac2241f4
3484504,8fa1000c
3484508,8fa20010
348450c,8fbf0014
3484510,3e00008
3484514,27bd0018
3484518,27bdffe8
348451c,afa1000c
3484520,afa20010
3484524,afbf0014
3484528,8609026a
348452c,34020000
3484530,3c018040
3484534,ac2241f4
3484538,8fa1000c
348453c,8fa20010
3484540,8fbf0014
3484544,3e00008
3484548,27bd0018
348454c,27bdffe8
3484550,afa1000c
3484554,afa20010
3484558,afbf0014
348455c,3c198040
3484560,8f3941f4
3484564,8fa1000c
3484568,8fa20010
348456c,8fbf0014
3484570,3e00008
3484574,27bd0018
3484578,27bdffe8
348457c,afa1000c
3484580,afa20010
3484584,afbf0014
3484588,94430ef4
348458c,3c0f8040
3484590,8def41f4
3484594,8fa1000c
3484598,8fa20010
348459c,8fbf0014
34845a0,3e00008
34845a4,27bd0018
34845a8,27bdffe0
34845ac,afa20010
34845b0,afa30014
34845b4,afa40018
34845b8,afbf001c
34845bc,c103c38
34845c0,34040024
34845c4,920902fa
34845c8,8fa20010
34845cc,8fa30014
34845d0,8fa40018
34845d4,8fbf001c
34845d8,3e00008
34845dc,27bd0020
34845e0,27bdffe0
34845e4,afa20010
34845e8,afa30014
34845ec,afa40018
34845f0,afbf001c
34845f4,c103c38
34845f8,34040025
34845fc,8fa20010
3484600,8fa30014
3484604,8fa40018
3484608,8fbf001c
348460c,3e00008
3484610,27bd0020
3484614,27bdffe0
3484618,afa20010
348461c,afa30014
3484620,afa40018
3484624,afbf001c
3484628,c103c38
348462c,34040026
3484630,2404001e
3484634,8fa20010
3484638,8fa30014
348463c,8fbf001c
3484640,3e00008
3484644,27bd0020
3484648,27bdffe0
348464c,afa20010
3484650,afa30014
3484654,afa40018
3484658,afbf001c
348465c,c103c38
3484660,34040027
3484664,340403e7
3484668,8fa20010
348466c,8fa30014
3484670,8fbf001c
3484674,3e00008
3484678,27bd0020
348467c,3c028040
3484680,844241f2
3484684,1440000e
348468c,2196021
3484690,a1840074
3484694,24030001
3484698,24050023
348469c,2031021
34846a0,904d0068
34846a4,24630001
34846a8,3063ffff
34846ac,14ad0002
34846b0,28610004
34846b4,a0440068
34846b8,5420fff9
34846bc,2031021
34846c0,3e00008
34846c8,27bdffe0
34846cc,afa40018
34846d0,afbf001c
34846d4,c103c55
34846d8,34040023
34846dc,14400009
34846e4,c103c38
34846e8,34040023
34846ec,2202825
34846f0,460e8380
34846f4,44079000
34846f8,2406000b
34846fc,1000000e
3484700,1025
3484704,3c010001
3484708,310821
348470c,24180004
3484710,a03804bf
3484714,3c010001
3484718,310821
348471c,24080036
3484720,a02803dc
3484724,3c08801e
3484728,a100887c
348472c,a100895f
3484730,3c08801f
3484734,a1008d38
3484738,8fa40018
348473c,8fbf001c
3484740,3e00008
3484744,27bd0020
3484748,24010016
348474c,17210003
3484750,24010004
3484754,3e00008
3484758,8479001c
348475c,3e00008
3484760,240100f0
3484770,3e00008
3484778,3c028041
348477c,8c430880
3484780,3c028041
3484784,24420346
3484788,14620004
348478c,3c038041
3484790,3c028041
3484794,24420348
3484798,ac620880
348479c,3e00008
34847a4,3c028041
34847a8,8c430880
34847ac,3c028041
34847b0,2442032c
34847b4,10620003
34847b8,3c028041
34847bc,10000003
34847c0,2442034c
34847c4,3c028041
34847c8,2442032e
34847cc,3c038041
34847d0,3e00008
34847d4,ac620880
34847d8,27bdffc8
34847dc,afbf0034
34847e0,afb40030
34847e4,afb3002c
34847e8,afb20028
34847ec,afb10024
34847f0,afb00020
34847f4,809025
34847f8,3c02801c
34847fc,344284a0
3484800,3c030001
3484804,431021
3484808,90420745
348480c,240300aa
3484810,14430002
3484814,a08825
3484818,240200ff
348481c,3c03801c
3484820,346384a0
3484824,8c700000
3484828,8e0302b0
348482c,24640008
3484830,ae0402b0
3484834,3c04de00
3484838,ac640000
348483c,3c048041
3484840,24840aa8
3484844,ac640004
3484848,8e0302b0
348484c,24640008
3484850,ae0402b0
3484854,3c04e700
3484858,ac640000
348485c,ac600004
3484860,8e0302b0
3484864,24640008
3484868,ae0402b0
348486c,3c04fc11
3484870,34849623
3484874,ac640000
3484878,3c04ff2f
348487c,3484ffff
3484880,ac640004
3484884,8e0402b0
3484888,24830008
348488c,ae0302b0
3484890,3c03fa00
3484894,ac830000
3484898,401825
348489c,c2102b
34848a0,10400002
34848a4,261302a8
34848a8,c01825
34848ac,2402ff00
34848b0,621825
34848b4,ac830004
34848b8,24070001
34848bc,24060009
34848c0,3c148041
34848c4,26850a68
34848c8,c102759
34848cc,2602025
34848d0,24020010
34848d4,afa20018
34848d8,afa20014
34848dc,263100bd
34848e0,afb10010
34848e4,2647001b
34848e8,3025
34848ec,26850a68
34848f0,c1027c1
34848f4,2602025
34848f8,8e0202b0
34848fc,24430008
3484900,ae0302b0
3484904,3c03e700
3484908,ac430000
348490c,ac400004
3484910,8fbf0034
3484914,8fb40030
3484918,8fb3002c
348491c,8fb20028
3484920,8fb10024
3484924,8fb00020
3484928,3e00008
348492c,27bd0038
3484930,3c028041
3484934,8c430880
3484938,3c028041
348493c,2442032c
3484940,10620021
3484948,27bdffe8
348494c,afbf0014
3484950,90660000
3484954,90620001
3484958,22600
348495c,42603
3484960,42183
3484964,3042003f
3484968,21040
348496c,3c038041
3484970,2463032c
3484974,621021
3484978,3c038041
348497c,ac620880
3484980,3c02801c
3484984,344284a0
3484988,944300a4
348498c,28620011
3484990,10400008
3484994,2825
3484998,3c028011
348499c,3442a5d0
34849a0,431021
34849a4,804500bc
34849a8,52fc3
34849ac,30a50011
34849b0,24a5ffef
34849b4,c1011f6
34849bc,8fbf0014
34849c0,3e00008
34849c4,27bd0018
34849c8,3e00008
34849d0,27bdffd8
34849d4,afbf0024
34849d8,afb20020
34849dc,afb1001c
34849e0,afb00018
34849e4,808025
34849e8,909101e9
34849ec,3c028041
34849f0,8c422cd4
34849f4,3c038041
34849f8,8c632cd0
34849fc,431025
3484a00,3c038041
3484a04,8c632cd8
3484a08,431025
3484a0c,10400023
3484a10,2201825
3484a14,9487001c
3484a18,73943
3484a1c,30e7007f
3484a20,3c02801c
3484a24,344284a0
3484a28,904600a5
3484a2c,802825
3484a30,c1024d4
3484a34,27a40010
3484a38,97b20014
3484a3c,12400017
3484a40,2201825
3484a44,c1033c5
3484a48,93a40017
3484a4c,14400004
3484a50,3c038041
3484a54,c1033c5
3484a58,2402025
3484a5c,3c038041
3484a60,8c632cd4
3484a64,3c048041
3484a68,8c842cd0
3484a6c,641825
3484a70,1060000a
3484a74,90430007
3484a78,10600008
3484a7c,24110005
3484a80,2463fff3
3484a84,306300ff
3484a88,2c630002
3484a8c,10600002
3484a90,8825
3484a94,24110005
3484a98,90430007
